source,label,href,classification,http_status,target,fragment
https://three-stars.webflow.io/cookie-policy,Contact Us,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/cookie-policy,Home,/,internal-ok,200,https://three-stars.webflow.io/,
https://three-stars.webflow.io/cookie-policy,About,/about,internal-ok,200,https://three-stars.webflow.io/about,
https://three-stars.webflow.io/cookie-policy,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach
https://three-stars.webflow.io/cookie-policy,Code of Ethics,https://cdn.prod.website-files.com/6a97103d40ea05346a443224/6a9b1f6c24661449181079e1_Codice%20Etico%20TSCP.pdf,external,200,https://cdn.prod.website-files.com/6a97103d40ea05346a443224/6a9b1f6c24661449181079e1_Codice%20Etico%20TSCP.pdf,
https://three-stars.webflow.io/cookie-policy,Services,/services-overview,internal-ok,200,https://three-stars.webflow.io/services-overview,
https://three-stars.webflow.io/cookie-policy,Track Record,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,
https://three-stars.webflow.io/cookie-policy,Sectors,/credentials#sectors,internal-ok,200,https://three-stars.webflow.io/credentials,sectors
https://three-stars.webflow.io/cookie-policy,Milan Office,/contact#milan-office,internal-ok,200,https://three-stars.webflow.io/contact,milan-office
https://three-stars.webflow.io/cookie-policy,New York Office,/contact#new-york-office,internal-ok,200,https://three-stars.webflow.io/contact,new-york-office
https://three-stars.webflow.io/cookie-policy,Press Enquiries,/contact#contact-form,internal-ok,200,https://three-stars.webflow.io/contact,contact-form
https://three-stars.webflow.io/cookie-policy,Privacy Policy,/privacy-policy,internal-ok,200,https://three-stars.webflow.io/privacy-policy,
https://three-stars.webflow.io/cookie-policy,Cookie Policy,/cookie-policy,internal-ok,200,https://three-stars.webflow.io/cookie-policy,
https://three-stars.webflow.io/cookie-policy,Terms of Use,/terms,internal-ok,200,https://three-stars.webflow.io/terms,
https://three-stars.webflow.io/cookie-policy,Disclaimer Notice,/disclaimer,internal-ok,200,https://three-stars.webflow.io/disclaimer,
https://three-stars.webflow.io/cookie-policy,LinkedIn,https://www.linkedin.com/company/three-stars-capital-partners/,external,200,https://www.linkedin.com/company/three-stars-capital-partners/,
https://three-stars.webflow.io/cookie-policy,Site: Brand Vision,https://www.brandvm.com/,external,200,https://www.brandvm.com/,
https://three-stars.webflow.io/credentials,info@threestarscp.com,mailto:info@threestarscp.com,email,,,
https://three-stars.webflow.io/credentials,+39 02 3670 5320,tel:+390236705320,phone,,,
https://three-stars.webflow.io/credentials,Home,/,internal-ok,200,https://three-stars.webflow.io/,
https://three-stars.webflow.io/credentials,Our Story,/about#our-story,internal-ok,200,https://three-stars.webflow.io/about,our-story
https://three-stars.webflow.io/credentials,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach
https://three-stars.webflow.io/credentials,Leadership Team,/about#leadership-team,internal-ok,200,https://three-stars.webflow.io/about,leadership-team
https://three-stars.webflow.io/credentials,Real Estate Debt Arranging,/services-overview#real-estate-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-debt-arranging
https://three-stars.webflow.io/credentials,Equity Raising & Liquidity Sourcing,/services-overview#equity-raising-liquidity-sourcing,internal-ok,200,https://three-stars.webflow.io/services-overview,equity-raising-liquidity-sourcing
https://three-stars.webflow.io/credentials,Debt Restructuring & Workout,/services-overview#debt-restructuring-workout,internal-ok,200,https://three-stars.webflow.io/services-overview,debt-restructuring-workout
https://three-stars.webflow.io/credentials,Structured Debt Advisory,/services-overview#structured-debt-advisory,internal-ok,200,https://three-stars.webflow.io/services-overview,structured-debt-advisory
https://three-stars.webflow.io/credentials,Mezzanine Debt Arranging,/services-overview#mezzanine-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,mezzanine-debt-arranging
https://three-stars.webflow.io/credentials,Real Estate Agency,/services-overview#real-estate-agency,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-agency
https://three-stars.webflow.io/credentials,Credentials,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,
https://three-stars.webflow.io/credentials,Coverage and commentary,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/credentials,REACT NEWS Apollo provides €105m financing for luxury hotel's Rome debut JUNE 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/credentials,PEI — REAL ESTATE CAPITAL Inside the €330m refinancing of an Italian icon JANUARY 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/credentials,Contact,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/credentials,See all credentials,#credentials,internal-ok,200,https://three-stars.webflow.io/credentials,credentials
https://three-stars.webflow.io/credentials,United States,#,action,,,
https://three-stars.webflow.io/credentials,United Kingdom,#,action,,,
https://three-stars.webflow.io/credentials,France,#,action,,,
https://three-stars.webflow.io/credentials,Germany,#,action,,,
https://three-stars.webflow.io/credentials,Italy,#,action,,,
https://three-stars.webflow.io/credentials,Spain,#,action,,,
https://three-stars.webflow.io/credentials,View featured projects,#credentials,internal-ok,200,https://three-stars.webflow.io/credentials,credentials
https://three-stars.webflow.io/credentials,Contact Us,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/credentials,Home,/,internal-ok,200,https://three-stars.webflow.io/,
https://three-stars.webflow.io/credentials,About,/about,internal-ok,200,https://three-stars.webflow.io/about,
https://three-stars.webflow.io/credentials,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach
https://three-stars.webflow.io/credentials,Code of Ethics,https://cdn.prod.website-files.com/6a97103d40ea05346a443224/6a9b1f6c24661449181079e1_Codice%20Etico%20TSCP.pdf,external,200,https://cdn.prod.website-files.com/6a97103d40ea05346a443224/6a9b1f6c24661449181079e1_Codice%20Etico%20TSCP.pdf,
https://three-stars.webflow.io/credentials,Services,/services-overview,internal-ok,200,https://three-stars.webflow.io/services-overview,
https://three-stars.webflow.io/credentials,Track Record,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,
https://three-stars.webflow.io/credentials,Sectors,/credentials#sectors,internal-ok,200,https://three-stars.webflow.io/credentials,sectors
https://three-stars.webflow.io/credentials,Milan Office,/contact#milan-office,internal-ok,200,https://three-stars.webflow.io/contact,milan-office
https://three-stars.webflow.io/credentials,New York Office,/contact#new-york-office,internal-ok,200,https://three-stars.webflow.io/contact,new-york-office
https://three-stars.webflow.io/credentials,Press Enquiries,/contact#contact-form,internal-ok,200,https://three-stars.webflow.io/contact,contact-form
https://three-stars.webflow.io/credentials,Privacy Policy,/privacy-policy,internal-ok,200,https://three-stars.webflow.io/privacy-policy,
https://three-stars.webflow.io/credentials,Cookie Policy,/cookie-policy,internal-ok,200,https://three-stars.webflow.io/cookie-policy,
https://three-stars.webflow.io/credentials,Terms of Use,/terms,internal-ok,200,https://three-stars.webflow.io/terms,
https://three-stars.webflow.io/credentials,Disclaimer Notice,/disclaimer,internal-ok,200,https://three-stars.webflow.io/disclaimer,
https://three-stars.webflow.io/credentials,LinkedIn,https://www.linkedin.com/company/three-stars-capital-partners/,external,200,https://www.linkedin.com/company/three-stars-capital-partners/,
https://three-stars.webflow.io/credentials,Site: Brand Vision,https://www.brandvm.com/,external,200,https://www.brandvm.com/,
https://three-stars.webflow.io/design/style-guide,info@threestarscp.com,mailto:info@threestarscp.com,email,,,
https://three-stars.webflow.io/design/style-guide,+39 02 3670 5320,tel:+390236705320,phone,,,
https://three-stars.webflow.io/design/style-guide,Home,/,internal-ok,200,https://three-stars.webflow.io/,
https://three-stars.webflow.io/design/style-guide,Our Story,/about#our-story,internal-ok,200,https://three-stars.webflow.io/about,our-story
https://three-stars.webflow.io/design/style-guide,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach
https://three-stars.webflow.io/design/style-guide,Leadership Team,/about#leadership-team,internal-ok,200,https://three-stars.webflow.io/about,leadership-team
https://three-stars.webflow.io/design/style-guide,Real Estate Debt Arranging,/services-overview#real-estate-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-debt-arranging
https://three-stars.webflow.io/design/style-guide,Equity Raising & Liquidity Sourcing,/services-overview#equity-raising-liquidity-sourcing,internal-ok,200,https://three-stars.webflow.io/services-overview,equity-raising-liquidity-sourcing
https://three-stars.webflow.io/design/style-guide,Debt Restructuring & Workout,/services-overview#debt-restructuring-workout,internal-ok,200,https://three-stars.webflow.io/services-overview,debt-restructuring-workout
https://three-stars.webflow.io/design/style-guide,Structured Debt Advisory,/services-overview#structured-debt-advisory,internal-ok,200,https://three-stars.webflow.io/services-overview,structured-debt-advisory
https://three-stars.webflow.io/design/style-guide,Mezzanine Debt Arranging,/services-overview#mezzanine-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,mezzanine-debt-arranging
https://three-stars.webflow.io/design/style-guide,Real Estate Agency,/services-overview#real-estate-agency,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-agency
https://three-stars.webflow.io/design/style-guide,Credentials,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,
https://three-stars.webflow.io/design/style-guide,Coverage and commentary,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/design/style-guide,REACT NEWS Apollo provides €105m financing for luxury hotel's Rome debut JUNE 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/design/style-guide,PEI — REAL ESTATE CAPITAL Inside the €330m refinancing of an Italian icon JANUARY 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/design/style-guide,Contact,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/design/style-guide,Primary,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/design/style-guide,Secondary,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/design/style-guide,Ghost,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/design/style-guide,Large,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/design/style-guide,Icon left,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/design/style-guide,Icon right,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/design/style-guide,About,/about,internal-ok,200,https://three-stars.webflow.io/about,
https://three-stars.webflow.io/design/style-guide,Credentials,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,
https://three-stars.webflow.io/design/style-guide,Press,/press-overview,internal-ok,200,https://three-stars.webflow.io/press-overview,
https://three-stars.webflow.io/design/style-guide,Contact,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/design/style-guide,"link-underline, hover me",/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/design/style-guide,"inline-link-underline, wraps across lines",/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/design/style-guide,"Text Link, hover for the colour shift",/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/design/style-guide,Contact Us,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/design/style-guide,Home,/,internal-ok,200,https://three-stars.webflow.io/,
https://three-stars.webflow.io/design/style-guide,About,/about,internal-ok,200,https://three-stars.webflow.io/about,
https://three-stars.webflow.io/design/style-guide,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach
https://three-stars.webflow.io/design/style-guide,Code of Ethics,https://cdn.prod.website-files.com/6a97103d40ea05346a443224/6a9b1f6c24661449181079e1_Codice%20Etico%20TSCP.pdf,external,200,https://cdn.prod.website-files.com/6a97103d40ea05346a443224/6a9b1f6c24661449181079e1_Codice%20Etico%20TSCP.pdf,
https://three-stars.webflow.io/design/style-guide,Services,/services-overview,internal-ok,200,https://three-stars.webflow.io/services-overview,
https://three-stars.webflow.io/design/style-guide,Track Record,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,
https://three-stars.webflow.io/design/style-guide,Sectors,/credentials#sectors,internal-ok,200,https://three-stars.webflow.io/credentials,sectors
https://three-stars.webflow.io/design/style-guide,Milan Office,/contact#milan-office,internal-ok,200,https://three-stars.webflow.io/contact,milan-office
https://three-stars.webflow.io/design/style-guide,New York Office,/contact#new-york-office,internal-ok,200,https://three-stars.webflow.io/contact,new-york-office
https://three-stars.webflow.io/design/style-guide,Press Enquiries,/contact#contact-form,internal-ok,200,https://three-stars.webflow.io/contact,contact-form
https://three-stars.webflow.io/design/style-guide,Privacy Policy,/privacy-policy,internal-ok,200,https://three-stars.webflow.io/privacy-policy,
https://three-stars.webflow.io/design/style-guide,Cookie Policy,/cookie-policy,internal-ok,200,https://three-stars.webflow.io/cookie-policy,
https://three-stars.webflow.io/design/style-guide,Terms of Use,/terms,internal-ok,200,https://three-stars.webflow.io/terms,
https://three-stars.webflow.io/design/style-guide,Disclaimer Notice,/disclaimer,internal-ok,200,https://three-stars.webflow.io/disclaimer,
https://three-stars.webflow.io/design/style-guide,LinkedIn,https://www.linkedin.com/company/three-stars-capital-partners/,external,200,https://www.linkedin.com/company/three-stars-capital-partners/,
https://three-stars.webflow.io/design/style-guide,Site: Brand Vision,https://www.brandvm.com/,external,200,https://www.brandvm.com/,
https://three-stars.webflow.io/disclaimer,info@threestarscp.com,mailto:info@threestarscp.com,email,,,
https://three-stars.webflow.io/disclaimer,+39 02 3670 5320,tel:+390236705320,phone,,,
https://three-stars.webflow.io/disclaimer,Home,/,internal-ok,200,https://three-stars.webflow.io/,
https://three-stars.webflow.io/disclaimer,Our Story,/about#our-story,internal-ok,200,https://three-stars.webflow.io/about,our-story
https://three-stars.webflow.io/disclaimer,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach
https://three-stars.webflow.io/disclaimer,Leadership Team,/about#leadership-team,internal-ok,200,https://three-stars.webflow.io/about,leadership-team
https://three-stars.webflow.io/disclaimer,Real Estate Debt Arranging,/services-overview#real-estate-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-debt-arranging
https://three-stars.webflow.io/disclaimer,Equity Raising & Liquidity Sourcing,/services-overview#equity-raising-liquidity-sourcing,internal-ok,200,https://three-stars.webflow.io/services-overview,equity-raising-liquidity-sourcing
https://three-stars.webflow.io/disclaimer,Debt Restructuring & Workout,/services-overview#debt-restructuring-workout,internal-ok,200,https://three-stars.webflow.io/services-overview,debt-restructuring-workout
https://three-stars.webflow.io/disclaimer,Structured Debt Advisory,/services-overview#structured-debt-advisory,internal-ok,200,https://three-stars.webflow.io/services-overview,structured-debt-advisory
https://three-stars.webflow.io/disclaimer,Mezzanine Debt Arranging,/services-overview#mezzanine-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,mezzanine-debt-arranging
https://three-stars.webflow.io/disclaimer,Real Estate Agency,/services-overview#real-estate-agency,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-agency
https://three-stars.webflow.io/disclaimer,Credentials,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,
https://three-stars.webflow.io/disclaimer,Coverage and commentary,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/disclaimer,REACT NEWS Apollo provides €105m financing for luxury hotel's Rome debut JUNE 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/disclaimer,PEI — REAL ESTATE CAPITAL Inside the €330m refinancing of an Italian icon JANUARY 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/disclaimer,Contact,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/disclaimer,info@threestarscp.com,mailto:info@threestarscp.com,email,,,
https://three-stars.webflow.io/disclaimer,Terms of Use,/terms,internal-ok,200,https://three-stars.webflow.io/terms,
https://three-stars.webflow.io/disclaimer,Privacy Policy,/privacy-policy,internal-ok,200,https://three-stars.webflow.io/privacy-policy,
https://three-stars.webflow.io/disclaimer,Contact Us,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/disclaimer,Home,/,internal-ok,200,https://three-stars.webflow.io/,
https://three-stars.webflow.io/disclaimer,About,/about,internal-ok,200,https://three-stars.webflow.io/about,
https://three-stars.webflow.io/disclaimer,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach
https://three-stars.webflow.io/disclaimer,Code of Ethics,https://cdn.prod.website-files.com/6a97103d40ea05346a443224/6a9b1f6c24661449181079e1_Codice%20Etico%20TSCP.pdf,external,200,https://cdn.prod.website-files.com/6a97103d40ea05346a443224/6a9b1f6c24661449181079e1_Codice%20Etico%20TSCP.pdf,
https://three-stars.webflow.io/disclaimer,Services,/services-overview,internal-ok,200,https://three-stars.webflow.io/services-overview,
https://three-stars.webflow.io/disclaimer,Track Record,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,
https://three-stars.webflow.io/disclaimer,Sectors,/credentials#sectors,internal-ok,200,https://three-stars.webflow.io/credentials,sectors
https://three-stars.webflow.io/disclaimer,Milan Office,/contact#milan-office,internal-ok,200,https://three-stars.webflow.io/contact,milan-office
https://three-stars.webflow.io/disclaimer,New York Office,/contact#new-york-office,internal-ok,200,https://three-stars.webflow.io/contact,new-york-office
https://three-stars.webflow.io/disclaimer,Press Enquiries,/contact#contact-form,internal-ok,200,https://three-stars.webflow.io/contact,contact-form
https://three-stars.webflow.io/disclaimer,Privacy Policy,/privacy-policy,internal-ok,200,https://three-stars.webflow.io/privacy-policy,
https://three-stars.webflow.io/disclaimer,Cookie Policy,/cookie-policy,internal-ok,200,https://three-stars.webflow.io/cookie-policy,
https://three-stars.webflow.io/disclaimer,Terms of Use,/terms,internal-ok,200,https://three-stars.webflow.io/terms,
https://three-stars.webflow.io/disclaimer,Disclaimer Notice,/disclaimer,internal-ok,200,https://three-stars.webflow.io/disclaimer,
https://three-stars.webflow.io/disclaimer,LinkedIn,https://www.linkedin.com/company/three-stars-capital-partners/,external,200,https://www.linkedin.com/company/three-stars-capital-partners/,
https://three-stars.webflow.io/disclaimer,Site: Brand Vision,https://www.brandvm.com/,external,200,https://www.brandvm.com/,
https://three-stars.webflow.io/press-overview,info@threestarscp.com,mailto:info@threestarscp.com,email,,,
https://three-stars.webflow.io/press-overview,+39 02 3670 5320,tel:+390236705320,phone,,,
https://three-stars.webflow.io/press-overview,Home,/,internal-ok,200,https://three-stars.webflow.io/,
https://three-stars.webflow.io/press-overview,Our Story,/about#our-story,internal-ok,200,https://three-stars.webflow.io/about,our-story
https://three-stars.webflow.io/press-overview,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach
https://three-stars.webflow.io/press-overview,Leadership Team,/about#leadership-team,internal-ok,200,https://three-stars.webflow.io/about,leadership-team
https://three-stars.webflow.io/press-overview,Real Estate Debt Arranging,/services-overview#real-estate-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-debt-arranging
https://three-stars.webflow.io/press-overview,Equity Raising & Liquidity Sourcing,/services-overview#equity-raising-liquidity-sourcing,internal-ok,200,https://three-stars.webflow.io/services-overview,equity-raising-liquidity-sourcing
https://three-stars.webflow.io/press-overview,Debt Restructuring & Workout,/services-overview#debt-restructuring-workout,internal-ok,200,https://three-stars.webflow.io/services-overview,debt-restructuring-workout
https://three-stars.webflow.io/press-overview,Structured Debt Advisory,/services-overview#structured-debt-advisory,internal-ok,200,https://three-stars.webflow.io/services-overview,structured-debt-advisory
https://three-stars.webflow.io/press-overview,Mezzanine Debt Arranging,/services-overview#mezzanine-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,mezzanine-debt-arranging
https://three-stars.webflow.io/press-overview,Real Estate Agency,/services-overview#real-estate-agency,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-agency
https://three-stars.webflow.io/press-overview,Credentials,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,
https://three-stars.webflow.io/press-overview,Coverage and commentary,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/press-overview,REACT NEWS Apollo provides €105m financing for luxury hotel's Rome debut JUNE 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/press-overview,PEI — REAL ESTATE CAPITAL Inside the €330m refinancing of an Italian icon JANUARY 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/press-overview,Contact,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/press-overview,Contact Us,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/press-overview,Track Record,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,
https://three-stars.webflow.io/press-overview,Apollo provides €105m financing for luxury hotel's Rome debut,https://static.wixstatic.com/ugd/c782c9_41dc9370ca8c4557a9e09d73f8b8ff76.pdf,external,200,https://static.wixstatic.com/ugd/c782c9_41dc9370ca8c4557a9e09d73f8b8ff76.pdf,
https://three-stars.webflow.io/press-overview,Inside the €330m refinancing of an Italian icon,https://static.wixstatic.com/ugd/c782c9_1bc4a233b0cc4fd0b7f2ac2e388ec8a7.pdf,external,200,https://static.wixstatic.com/ugd/c782c9_1bc4a233b0cc4fd0b7f2ac2e388ec8a7.pdf,
https://three-stars.webflow.io/press-overview,The return of Italy's debt play,https://static.wixstatic.com/ugd/c782c9_9db82d8f79184fd7ac80ab5795d39bd6.pdf,external,200,https://static.wixstatic.com/ugd/c782c9_9db82d8f79184fd7ac80ab5795d39bd6.pdf,
https://three-stars.webflow.io/press-overview,Apollo provides €105m financing for luxury hotel's Rome debut,https://static.wixstatic.com/ugd/c782c9_41dc9370ca8c4557a9e09d73f8b8ff76.pdf,external,200,https://static.wixstatic.com/ugd/c782c9_41dc9370ca8c4557a9e09d73f8b8ff76.pdf,
https://three-stars.webflow.io/press-overview,Show More,?81898bdd_page=2,internal-ok,200,https://three-stars.webflow.io/press-overview?81898bdd_page=2,
https://three-stars.webflow.io/press-overview,Contact Us,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/press-overview,Home,/,internal-ok,200,https://three-stars.webflow.io/,
https://three-stars.webflow.io/press-overview,About,/about,internal-ok,200,https://three-stars.webflow.io/about,
https://three-stars.webflow.io/press-overview,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach
https://three-stars.webflow.io/press-overview,Code of Ethics,https://cdn.prod.website-files.com/6a97103d40ea05346a443224/6a9b1f6c24661449181079e1_Codice%20Etico%20TSCP.pdf,external,200,https://cdn.prod.website-files.com/6a97103d40ea05346a443224/6a9b1f6c24661449181079e1_Codice%20Etico%20TSCP.pdf,
https://three-stars.webflow.io/press-overview,Services,/services-overview,internal-ok,200,https://three-stars.webflow.io/services-overview,
https://three-stars.webflow.io/press-overview,Track Record,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,
https://three-stars.webflow.io/press-overview,Sectors,/credentials#sectors,internal-ok,200,https://three-stars.webflow.io/credentials,sectors
https://three-stars.webflow.io/press-overview,Milan Office,/contact#milan-office,internal-ok,200,https://three-stars.webflow.io/contact,milan-office
https://three-stars.webflow.io/press-overview,New York Office,/contact#new-york-office,internal-ok,200,https://three-stars.webflow.io/contact,new-york-office
https://three-stars.webflow.io/press-overview,Press Enquiries,/contact#contact-form,internal-ok,200,https://three-stars.webflow.io/contact,contact-form
https://three-stars.webflow.io/press-overview,Privacy Policy,/privacy-policy,internal-ok,200,https://three-stars.webflow.io/privacy-policy,
https://three-stars.webflow.io/press-overview,Cookie Policy,/cookie-policy,internal-ok,200,https://three-stars.webflow.io/cookie-policy,
https://three-stars.webflow.io/press-overview,Terms of Use,/terms,internal-ok,200,https://three-stars.webflow.io/terms,
https://three-stars.webflow.io/press-overview,Disclaimer Notice,/disclaimer,internal-ok,200,https://three-stars.webflow.io/disclaimer,
https://three-stars.webflow.io/press-overview,LinkedIn,https://www.linkedin.com/company/three-stars-capital-partners/,external,200,https://www.linkedin.com/company/three-stars-capital-partners/,
https://three-stars.webflow.io/press-overview,Site: Brand Vision,https://www.brandvm.com/,external,200,https://www.brandvm.com/,
https://three-stars.webflow.io/privacy-policy,info@threestarscp.com,mailto:info@threestarscp.com,email,,,
https://three-stars.webflow.io/privacy-policy,+39 02 3670 5320,tel:+390236705320,phone,,,
https://three-stars.webflow.io/privacy-policy,Home,/,internal-ok,200,https://three-stars.webflow.io/,
https://three-stars.webflow.io/privacy-policy,Our Story,/about#our-story,internal-ok,200,https://three-stars.webflow.io/about,our-story
https://three-stars.webflow.io/privacy-policy,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach
https://three-stars.webflow.io/privacy-policy,Leadership Team,/about#leadership-team,internal-ok,200,https://three-stars.webflow.io/about,leadership-team
https://three-stars.webflow.io/privacy-policy,Real Estate Debt Arranging,/services-overview#real-estate-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-debt-arranging
https://three-stars.webflow.io/privacy-policy,Equity Raising & Liquidity Sourcing,/services-overview#equity-raising-liquidity-sourcing,internal-ok,200,https://three-stars.webflow.io/services-overview,equity-raising-liquidity-sourcing
https://three-stars.webflow.io/privacy-policy,Debt Restructuring & Workout,/services-overview#debt-restructuring-workout,internal-ok,200,https://three-stars.webflow.io/services-overview,debt-restructuring-workout
https://three-stars.webflow.io/privacy-policy,Structured Debt Advisory,/services-overview#structured-debt-advisory,internal-ok,200,https://three-stars.webflow.io/services-overview,structured-debt-advisory
https://three-stars.webflow.io/privacy-policy,Mezzanine Debt Arranging,/services-overview#mezzanine-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,mezzanine-debt-arranging
https://three-stars.webflow.io/privacy-policy,Real Estate Agency,/services-overview#real-estate-agency,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-agency
https://three-stars.webflow.io/privacy-policy,Credentials,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,
https://three-stars.webflow.io/privacy-policy,Coverage and commentary,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/privacy-policy,REACT NEWS Apollo provides €105m financing for luxury hotel's Rome debut JUNE 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/privacy-policy,PEI — REAL ESTATE CAPITAL Inside the €330m refinancing of an Italian icon JANUARY 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/privacy-policy,Contact,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/privacy-policy,info@threestarscp.com,mailto:info@threestarscp.com,email,,,
https://three-stars.webflow.io/privacy-policy,www.youronlinechoices.com,https://www.youronlinechoices.com,external,200,https://www.youronlinechoices.com,
