source,label,href,classification,http_status,resolved_url,fragment,suggested_destination,css_class
https://three-stars.webflow.io/cookie-policy,Structured Debt Advisory,/services-overview#structured-debt-advisory,internal-ok,200,https://three-stars.webflow.io/services-overview,structured-debt-advisory,,nav-submenu-link
https://three-stars.webflow.io/cookie-policy,Mezzanine Debt Arranging,/services-overview#mezzanine-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,mezzanine-debt-arranging,,nav-submenu-link
https://three-stars.webflow.io/cookie-policy,Real Estate Agency,/services-overview#real-estate-agency,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-agency,,nav-submenu-link
https://three-stars.webflow.io/cookie-policy,Credentials,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,,,nav-link
https://three-stars.webflow.io/cookie-policy,Coverage and commentary,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-submenu-link
https://three-stars.webflow.io/cookie-policy,REACT NEWS Apollo provides €105m financing for luxury hotel's Rome debut JUNE 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-featured-card w-inline-block
https://three-stars.webflow.io/cookie-policy,PEI — REAL ESTATE CAPITAL Inside the €330m refinancing of an Italian icon JANUARY 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-featured-card w-inline-block
https://three-stars.webflow.io/cookie-policy,Contact,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-inline-block
https://three-stars.webflow.io/cookie-policy,Privacy Policy,/privacy-policy,internal-ok,200,https://three-stars.webflow.io/privacy-policy,,,legal-link
https://three-stars.webflow.io/cookie-policy,info@threestarscp.com,mailto:info@threestarscp.com,email,,,,,legal-link
https://three-stars.webflow.io/cookie-policy,Contact Us,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-inline-block
https://three-stars.webflow.io/cookie-policy,Home,/,internal-ok,200,https://three-stars.webflow.io/,,,footer-brand-link w-inline-block
https://three-stars.webflow.io/cookie-policy,About,/about,internal-ok,200,https://three-stars.webflow.io/about,,,body-s link-underline
https://three-stars.webflow.io/cookie-policy,Our Approach,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/cookie-policy,Code of Ethics,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/cookie-policy,Services,/services-overview,internal-ok,200,https://three-stars.webflow.io/services-overview,,,body-s link-underline
https://three-stars.webflow.io/cookie-policy,Track Record,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/cookie-policy,Sectors,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/cookie-policy,Milan Office,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/cookie-policy,New York Office,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/cookie-policy,Press Enquiries,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/cookie-policy,Privacy Policy,/privacy-policy,internal-ok,200,https://three-stars.webflow.io/privacy-policy,,,footer-legal-link link-underline
https://three-stars.webflow.io/cookie-policy,Cookie Policy,/cookie-policy,internal-ok,200,https://three-stars.webflow.io/cookie-policy,,,footer-legal-link link-underline w--current
https://three-stars.webflow.io/cookie-policy,Terms of Use,/terms,internal-ok,200,https://three-stars.webflow.io/terms,,,footer-legal-link link-underline
https://three-stars.webflow.io/cookie-policy,Disclaimer Notice,/disclaimer,internal-ok,200,https://three-stars.webflow.io/disclaimer,,,footer-legal-link link-underline
https://three-stars.webflow.io/cookie-policy,LinkedIn,https://www.linkedin.com/company/three-stars-capital-partners/,external,200,https://www.linkedin.com/company/three-stars-capital-partners/,,,footer-legal-link link-underline
https://three-stars.webflow.io/cookie-policy,Site: Brand Vision,https://www.brandvm.com/,external,200,https://www.brandvm.com/,,,footer-legal-link link-underline
https://three-stars.webflow.io/credentials,info@threestarscp.com,mailto:info@threestarscp.com,email,,,,,meta link-underline
https://three-stars.webflow.io/credentials,+39 02 3670 5320,tel:+390236705320,phone,,,,,meta link-underline
https://three-stars.webflow.io/credentials,Home,/,internal-ok,200,https://three-stars.webflow.io/,,,nav-brand-link w-inline-block
https://three-stars.webflow.io/credentials,Our Story,/about#our-story,internal-ok,200,https://three-stars.webflow.io/about,our-story,,nav-submenu-link
https://three-stars.webflow.io/credentials,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach,,nav-submenu-link
https://three-stars.webflow.io/credentials,Leadership Team,/about#leadership-team,internal-ok,200,https://three-stars.webflow.io/about,leadership-team,,nav-submenu-link
https://three-stars.webflow.io/credentials,Real Estate Debt Arranging,/services-overview#real-estate-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-debt-arranging,,nav-submenu-link
https://three-stars.webflow.io/credentials,Equity Raising & Liquidity Sourcing,/services-overview#equity-raising-liquidity-sourcing,internal-ok,200,https://three-stars.webflow.io/services-overview,equity-raising-liquidity-sourcing,,nav-submenu-link
https://three-stars.webflow.io/credentials,Debt Restructuring & Workout,/services-overview#debt-restructuring-workout,internal-ok,200,https://three-stars.webflow.io/services-overview,debt-restructuring-workout,,nav-submenu-link
https://three-stars.webflow.io/credentials,Structured Debt Advisory,/services-overview#structured-debt-advisory,internal-ok,200,https://three-stars.webflow.io/services-overview,structured-debt-advisory,,nav-submenu-link
https://three-stars.webflow.io/credentials,Mezzanine Debt Arranging,/services-overview#mezzanine-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,mezzanine-debt-arranging,,nav-submenu-link
https://three-stars.webflow.io/credentials,Real Estate Agency,/services-overview#real-estate-agency,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-agency,,nav-submenu-link
https://three-stars.webflow.io/credentials,Credentials,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,,,nav-link w--current
https://three-stars.webflow.io/credentials,Coverage and commentary,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-submenu-link
https://three-stars.webflow.io/credentials,REACT NEWS Apollo provides €105m financing for luxury hotel's Rome debut JUNE 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-featured-card w-inline-block
https://three-stars.webflow.io/credentials,PEI — REAL ESTATE CAPITAL Inside the €330m refinancing of an Italian icon JANUARY 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-featured-card w-inline-block
https://three-stars.webflow.io/credentials,Contact,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-inline-block
https://three-stars.webflow.io/credentials,See all credentials,#credentials,internal-ok,200,https://three-stars.webflow.io/credentials,credentials,,button-link w-variant-1e58eb40-97bd-859d-3c63-827af06dc6ba w-inline-block
https://three-stars.webflow.io/credentials,United States,#,action,,,,,credentials-marker in-usa w-button
https://three-stars.webflow.io/credentials,United Kingdom,#,action,,,,,credentials-marker in-uk w-button
https://three-stars.webflow.io/credentials,France,#,action,,,,,credentials-marker in-france w-button
https://three-stars.webflow.io/credentials,Germany,#,action,,,,,credentials-marker in-germany w-button
https://three-stars.webflow.io/credentials,Italy,#,action,,,,,credentials-marker in-italy w-button
https://three-stars.webflow.io/credentials,Spain,#,action,,,,,credentials-marker in-spain w-button
https://three-stars.webflow.io/credentials,View featured projects,#credentials,internal-ok,200,https://three-stars.webflow.io/credentials,credentials,,button-link w-inline-block
https://three-stars.webflow.io/credentials,Contact Us,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-inline-block
https://three-stars.webflow.io/credentials,Home,/,internal-ok,200,https://three-stars.webflow.io/,,,footer-brand-link w-inline-block
https://three-stars.webflow.io/credentials,About,/about,internal-ok,200,https://three-stars.webflow.io/about,,,body-s link-underline
https://three-stars.webflow.io/credentials,Our Approach,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/credentials,Code of Ethics,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/credentials,Services,/services-overview,internal-ok,200,https://three-stars.webflow.io/services-overview,,,body-s link-underline
https://three-stars.webflow.io/credentials,Track Record,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/credentials,Sectors,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/credentials,Milan Office,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/credentials,New York Office,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/credentials,Press Enquiries,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/credentials,Privacy Policy,/privacy-policy,internal-ok,200,https://three-stars.webflow.io/privacy-policy,,,footer-legal-link link-underline
https://three-stars.webflow.io/credentials,Cookie Policy,/cookie-policy,internal-ok,200,https://three-stars.webflow.io/cookie-policy,,,footer-legal-link link-underline
https://three-stars.webflow.io/credentials,Terms of Use,/terms,internal-ok,200,https://three-stars.webflow.io/terms,,,footer-legal-link link-underline
https://three-stars.webflow.io/credentials,Disclaimer Notice,/disclaimer,internal-ok,200,https://three-stars.webflow.io/disclaimer,,,footer-legal-link link-underline
https://three-stars.webflow.io/credentials,LinkedIn,https://www.linkedin.com/company/three-stars-capital-partners/,external,200,https://www.linkedin.com/company/three-stars-capital-partners/,,,footer-legal-link link-underline
https://three-stars.webflow.io/credentials,Site: Brand Vision,https://www.brandvm.com/,external,200,https://www.brandvm.com/,,,footer-legal-link link-underline
https://three-stars.webflow.io/design/style-guide,info@threestarscp.com,mailto:info@threestarscp.com,email,,,,,meta link-underline
https://three-stars.webflow.io/design/style-guide,+39 02 3670 5320,tel:+390236705320,phone,,,,,meta link-underline
https://three-stars.webflow.io/design/style-guide,Home,/,internal-ok,200,https://three-stars.webflow.io/,,,nav-brand-link w-inline-block
https://three-stars.webflow.io/design/style-guide,Our Story,/about#our-story,internal-ok,200,https://three-stars.webflow.io/about,our-story,,nav-submenu-link
https://three-stars.webflow.io/design/style-guide,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach,,nav-submenu-link
https://three-stars.webflow.io/design/style-guide,Leadership Team,/about#leadership-team,internal-ok,200,https://three-stars.webflow.io/about,leadership-team,,nav-submenu-link
https://three-stars.webflow.io/design/style-guide,Real Estate Debt Arranging,/services-overview#real-estate-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-debt-arranging,,nav-submenu-link
https://three-stars.webflow.io/design/style-guide,Equity Raising & Liquidity Sourcing,/services-overview#equity-raising-liquidity-sourcing,internal-ok,200,https://three-stars.webflow.io/services-overview,equity-raising-liquidity-sourcing,,nav-submenu-link
https://three-stars.webflow.io/design/style-guide,Debt Restructuring & Workout,/services-overview#debt-restructuring-workout,internal-ok,200,https://three-stars.webflow.io/services-overview,debt-restructuring-workout,,nav-submenu-link
https://three-stars.webflow.io/design/style-guide,Structured Debt Advisory,/services-overview#structured-debt-advisory,internal-ok,200,https://three-stars.webflow.io/services-overview,structured-debt-advisory,,nav-submenu-link
https://three-stars.webflow.io/design/style-guide,Mezzanine Debt Arranging,/services-overview#mezzanine-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,mezzanine-debt-arranging,,nav-submenu-link
https://three-stars.webflow.io/design/style-guide,Real Estate Agency,/services-overview#real-estate-agency,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-agency,,nav-submenu-link
https://three-stars.webflow.io/design/style-guide,Credentials,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,,,nav-link
https://three-stars.webflow.io/design/style-guide,Coverage and commentary,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-submenu-link
https://three-stars.webflow.io/design/style-guide,REACT NEWS Apollo provides €105m financing for luxury hotel's Rome debut JUNE 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-featured-card w-inline-block
https://three-stars.webflow.io/design/style-guide,PEI — REAL ESTATE CAPITAL Inside the €330m refinancing of an Italian icon JANUARY 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-featured-card w-inline-block
https://three-stars.webflow.io/design/style-guide,Contact,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-inline-block
https://three-stars.webflow.io/design/style-guide,Primary,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-inline-block
https://three-stars.webflow.io/design/style-guide,Secondary,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-variant-f9dd8868-d384-8b62-a6ae-712459116d91 w-inline-block
https://three-stars.webflow.io/design/style-guide,Ghost,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-variant-1e58eb40-97bd-859d-3c63-827af06dc6ba w-inline-block
https://three-stars.webflow.io/design/style-guide,Large,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-inline-block
https://three-stars.webflow.io/design/style-guide,Icon left,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-inline-block
https://three-stars.webflow.io/design/style-guide,Icon right,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-inline-block
https://three-stars.webflow.io/design/style-guide,About,#,placeholder,,,,,body-s link-col-link
https://three-stars.webflow.io/design/style-guide,Credentials,#,placeholder,,,,,body-s link-col-link
https://three-stars.webflow.io/design/style-guide,Press,#,placeholder,,,,,body-s link-col-link
https://three-stars.webflow.io/design/style-guide,Contact,#,placeholder,,,,,body-s link-col-link
https://three-stars.webflow.io/design/style-guide,"link-underline, hover me",#,placeholder,,,,,body-m link-underline
https://three-stars.webflow.io/design/style-guide,"inline-link-underline, wraps across lines",#,placeholder,,,,,body-m inline-link-underline
https://three-stars.webflow.io/design/style-guide,"Text Link, hover for the colour shift",#,placeholder,,,,,text-link
https://three-stars.webflow.io/design/style-guide,Contact Us,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-inline-block
https://three-stars.webflow.io/design/style-guide,Home,/,internal-ok,200,https://three-stars.webflow.io/,,,footer-brand-link w-inline-block
https://three-stars.webflow.io/design/style-guide,About,/about,internal-ok,200,https://three-stars.webflow.io/about,,,body-s link-underline
https://three-stars.webflow.io/design/style-guide,Our Approach,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/design/style-guide,Code of Ethics,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/design/style-guide,Services,/services-overview,internal-ok,200,https://three-stars.webflow.io/services-overview,,,body-s link-underline
https://three-stars.webflow.io/design/style-guide,Track Record,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/design/style-guide,Sectors,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/design/style-guide,Milan Office,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/design/style-guide,New York Office,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/design/style-guide,Press Enquiries,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/design/style-guide,Privacy Policy,/privacy-policy,internal-ok,200,https://three-stars.webflow.io/privacy-policy,,,footer-legal-link link-underline
https://three-stars.webflow.io/design/style-guide,Cookie Policy,/cookie-policy,internal-ok,200,https://three-stars.webflow.io/cookie-policy,,,footer-legal-link link-underline
https://three-stars.webflow.io/design/style-guide,Terms of Use,/terms,internal-ok,200,https://three-stars.webflow.io/terms,,,footer-legal-link link-underline
https://three-stars.webflow.io/design/style-guide,Disclaimer Notice,/disclaimer,internal-ok,200,https://three-stars.webflow.io/disclaimer,,,footer-legal-link link-underline
https://three-stars.webflow.io/design/style-guide,LinkedIn,https://www.linkedin.com/company/three-stars-capital-partners/,external,200,https://www.linkedin.com/company/three-stars-capital-partners/,,,footer-legal-link link-underline
https://three-stars.webflow.io/design/style-guide,Site: Brand Vision,https://www.brandvm.com/,external,200,https://www.brandvm.com/,,,footer-legal-link link-underline
https://three-stars.webflow.io/disclaimer,info@threestarscp.com,mailto:info@threestarscp.com,email,,,,,meta link-underline
https://three-stars.webflow.io/disclaimer,+39 02 3670 5320,tel:+390236705320,phone,,,,,meta link-underline
https://three-stars.webflow.io/disclaimer,Home,/,internal-ok,200,https://three-stars.webflow.io/,,,nav-brand-link w-inline-block
https://three-stars.webflow.io/disclaimer,Our Story,/about#our-story,internal-ok,200,https://three-stars.webflow.io/about,our-story,,nav-submenu-link
https://three-stars.webflow.io/disclaimer,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach,,nav-submenu-link
https://three-stars.webflow.io/disclaimer,Leadership Team,/about#leadership-team,internal-ok,200,https://three-stars.webflow.io/about,leadership-team,,nav-submenu-link
https://three-stars.webflow.io/disclaimer,Real Estate Debt Arranging,/services-overview#real-estate-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-debt-arranging,,nav-submenu-link
https://three-stars.webflow.io/disclaimer,Equity Raising & Liquidity Sourcing,/services-overview#equity-raising-liquidity-sourcing,internal-ok,200,https://three-stars.webflow.io/services-overview,equity-raising-liquidity-sourcing,,nav-submenu-link
https://three-stars.webflow.io/disclaimer,Debt Restructuring & Workout,/services-overview#debt-restructuring-workout,internal-ok,200,https://three-stars.webflow.io/services-overview,debt-restructuring-workout,,nav-submenu-link
https://three-stars.webflow.io/disclaimer,Structured Debt Advisory,/services-overview#structured-debt-advisory,internal-ok,200,https://three-stars.webflow.io/services-overview,structured-debt-advisory,,nav-submenu-link
https://three-stars.webflow.io/disclaimer,Mezzanine Debt Arranging,/services-overview#mezzanine-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,mezzanine-debt-arranging,,nav-submenu-link
https://three-stars.webflow.io/disclaimer,Real Estate Agency,/services-overview#real-estate-agency,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-agency,,nav-submenu-link
https://three-stars.webflow.io/disclaimer,Credentials,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,,,nav-link
https://three-stars.webflow.io/disclaimer,Coverage and commentary,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-submenu-link
https://three-stars.webflow.io/disclaimer,REACT NEWS Apollo provides €105m financing for luxury hotel's Rome debut JUNE 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-featured-card w-inline-block
https://three-stars.webflow.io/disclaimer,PEI — REAL ESTATE CAPITAL Inside the €330m refinancing of an Italian icon JANUARY 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-featured-card w-inline-block
https://three-stars.webflow.io/disclaimer,Contact,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-inline-block
https://three-stars.webflow.io/disclaimer,info@threestarscp.com,mailto:info@threestarscp.com,email,,,,,legal-link
https://three-stars.webflow.io/disclaimer,Terms of Use,/terms,internal-ok,200,https://three-stars.webflow.io/terms,,,legal-link
https://three-stars.webflow.io/disclaimer,Privacy Policy,/privacy-policy,internal-ok,200,https://three-stars.webflow.io/privacy-policy,,,legal-link
https://three-stars.webflow.io/disclaimer,Contact Us,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-inline-block
https://three-stars.webflow.io/disclaimer,Home,/,internal-ok,200,https://three-stars.webflow.io/,,,footer-brand-link w-inline-block
https://three-stars.webflow.io/disclaimer,About,/about,internal-ok,200,https://three-stars.webflow.io/about,,,body-s link-underline
https://three-stars.webflow.io/disclaimer,Our Approach,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/disclaimer,Code of Ethics,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/disclaimer,Services,/services-overview,internal-ok,200,https://three-stars.webflow.io/services-overview,,,body-s link-underline
https://three-stars.webflow.io/disclaimer,Track Record,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/disclaimer,Sectors,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/disclaimer,Milan Office,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/disclaimer,New York Office,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/disclaimer,Press Enquiries,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/disclaimer,Privacy Policy,/privacy-policy,internal-ok,200,https://three-stars.webflow.io/privacy-policy,,,footer-legal-link link-underline
https://three-stars.webflow.io/disclaimer,Cookie Policy,/cookie-policy,internal-ok,200,https://three-stars.webflow.io/cookie-policy,,,footer-legal-link link-underline
https://three-stars.webflow.io/disclaimer,Terms of Use,/terms,internal-ok,200,https://three-stars.webflow.io/terms,,,footer-legal-link link-underline
https://three-stars.webflow.io/disclaimer,Disclaimer Notice,/disclaimer,internal-ok,200,https://three-stars.webflow.io/disclaimer,,,footer-legal-link link-underline w--current
https://three-stars.webflow.io/disclaimer,LinkedIn,https://www.linkedin.com/company/three-stars-capital-partners/,external,200,https://www.linkedin.com/company/three-stars-capital-partners/,,,footer-legal-link link-underline
https://three-stars.webflow.io/disclaimer,Site: Brand Vision,https://www.brandvm.com/,external,200,https://www.brandvm.com/,,,footer-legal-link link-underline
https://three-stars.webflow.io/press-overview,info@threestarscp.com,mailto:info@threestarscp.com,email,,,,,meta link-underline
https://three-stars.webflow.io/press-overview,+39 02 3670 5320,tel:+390236705320,phone,,,,,meta link-underline
https://three-stars.webflow.io/press-overview,Home,/,internal-ok,200,https://three-stars.webflow.io/,,,nav-brand-link w-inline-block
https://three-stars.webflow.io/press-overview,Our Story,/about#our-story,internal-ok,200,https://three-stars.webflow.io/about,our-story,,nav-submenu-link
https://three-stars.webflow.io/press-overview,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach,,nav-submenu-link
https://three-stars.webflow.io/press-overview,Leadership Team,/about#leadership-team,internal-ok,200,https://three-stars.webflow.io/about,leadership-team,,nav-submenu-link
https://three-stars.webflow.io/press-overview,Real Estate Debt Arranging,/services-overview#real-estate-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-debt-arranging,,nav-submenu-link
https://three-stars.webflow.io/press-overview,Equity Raising & Liquidity Sourcing,/services-overview#equity-raising-liquidity-sourcing,internal-ok,200,https://three-stars.webflow.io/services-overview,equity-raising-liquidity-sourcing,,nav-submenu-link
https://three-stars.webflow.io/press-overview,Debt Restructuring & Workout,/services-overview#debt-restructuring-workout,internal-ok,200,https://three-stars.webflow.io/services-overview,debt-restructuring-workout,,nav-submenu-link
https://three-stars.webflow.io/press-overview,Structured Debt Advisory,/services-overview#structured-debt-advisory,internal-ok,200,https://three-stars.webflow.io/services-overview,structured-debt-advisory,,nav-submenu-link
https://three-stars.webflow.io/press-overview,Mezzanine Debt Arranging,/services-overview#mezzanine-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,mezzanine-debt-arranging,,nav-submenu-link
https://three-stars.webflow.io/press-overview,Real Estate Agency,/services-overview#real-estate-agency,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-agency,,nav-submenu-link
https://three-stars.webflow.io/press-overview,Credentials,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,,,nav-link
https://three-stars.webflow.io/press-overview,Coverage and commentary,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-submenu-link
https://three-stars.webflow.io/press-overview,REACT NEWS Apollo provides €105m financing for luxury hotel's Rome debut JUNE 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-featured-card w-inline-block
https://three-stars.webflow.io/press-overview,PEI — REAL ESTATE CAPITAL Inside the €330m refinancing of an Italian icon JANUARY 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-featured-card w-inline-block
https://three-stars.webflow.io/press-overview,Contact,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-inline-block
https://three-stars.webflow.io/press-overview,Contact Us,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-inline-block
https://three-stars.webflow.io/press-overview,Track Record,/contact,wrong-destination,200,https://three-stars.webflow.io/contact,,/credentials,button-link w-variant-1e58eb40-97bd-859d-3c63-827af06dc6ba w-inline-block
https://three-stars.webflow.io/press-overview,Apollo provides €105m financing for luxury hotel's Rome debut,https://example.com,example-placeholder,0,https://example.com/,,,press-card-link
https://three-stars.webflow.io/press-overview,Inside the €330m refinancing of an Italian icon,https://example.com,example-placeholder,0,https://example.com/,,,press-card-link
https://three-stars.webflow.io/press-overview,The return of Italy's debt play,https://example.com,example-placeholder,0,https://example.com/,,,press-card-link
https://three-stars.webflow.io/press-overview,Apollo provides €105m financing for luxury hotel's Rome debut,https://example.com,example-placeholder,0,https://example.com/,,,press-card-link
https://three-stars.webflow.io/press-overview,Show More,?81898bdd_page=2,internal-ok,200,https://three-stars.webflow.io/press-overview?81898bdd_page=2,,,w-pagination-next pagination-button
https://three-stars.webflow.io/press-overview,Contact Us,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-inline-block
https://three-stars.webflow.io/press-overview,Home,/,internal-ok,200,https://three-stars.webflow.io/,,,footer-brand-link w-inline-block
https://three-stars.webflow.io/press-overview,About,/about,internal-ok,200,https://three-stars.webflow.io/about,,,body-s link-underline
https://three-stars.webflow.io/press-overview,Our Approach,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/press-overview,Code of Ethics,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/press-overview,Services,/services-overview,internal-ok,200,https://three-stars.webflow.io/services-overview,,,body-s link-underline
https://three-stars.webflow.io/press-overview,Track Record,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/press-overview,Sectors,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/press-overview,Milan Office,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/press-overview,New York Office,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/press-overview,Press Enquiries,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/press-overview,Privacy Policy,/privacy-policy,internal-ok,200,https://three-stars.webflow.io/privacy-policy,,,footer-legal-link link-underline
https://three-stars.webflow.io/press-overview,Cookie Policy,/cookie-policy,internal-ok,200,https://three-stars.webflow.io/cookie-policy,,,footer-legal-link link-underline
https://three-stars.webflow.io/press-overview,Terms of Use,/terms,internal-ok,200,https://three-stars.webflow.io/terms,,,footer-legal-link link-underline
https://three-stars.webflow.io/press-overview,Disclaimer Notice,/disclaimer,internal-ok,200,https://three-stars.webflow.io/disclaimer,,,footer-legal-link link-underline
https://three-stars.webflow.io/press-overview,LinkedIn,https://www.linkedin.com/company/three-stars-capital-partners/,external,200,https://www.linkedin.com/company/three-stars-capital-partners/,,,footer-legal-link link-underline
https://three-stars.webflow.io/press-overview,Site: Brand Vision,https://www.brandvm.com/,external,200,https://www.brandvm.com/,,,footer-legal-link link-underline
https://three-stars.webflow.io/privacy-policy,info@threestarscp.com,mailto:info@threestarscp.com,email,,,,,meta link-underline
https://three-stars.webflow.io/privacy-policy,+39 02 3670 5320,tel:+390236705320,phone,,,,,meta link-underline
https://three-stars.webflow.io/privacy-policy,Home,/,internal-ok,200,https://three-stars.webflow.io/,,,nav-brand-link w-inline-block
https://three-stars.webflow.io/privacy-policy,Our Story,/about#our-story,internal-ok,200,https://three-stars.webflow.io/about,our-story,,nav-submenu-link
https://three-stars.webflow.io/privacy-policy,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach,,nav-submenu-link
